epoch,training_loss,training_acc,val_loss,val_acc
381,0.0036744064379047574,0.9990379,0.9438274162156242,0.68712795
382,0.0035903349562536684,0.9990877,0.9945149166243417,0.6938244
383,0.004858400258941075,0.9985569,1.018218926021031,0.75706846
384,0.005556845423748751,0.99862325,0.703311596597944,0.8322173
385,0.0031991979392517636,0.99918723,0.8594004086085728,0.7708333
386,0.001992371257110978,0.9994029,0.8118341224534171,0.78683037
387,0.002638177676202672,0.99938625,0.8865818296160016,0.80654764
388,0.002505262670236263,0.99927014,0.7559996502740043,0.8333333
389,0.004729995848051412,0.99882233,0.8972091589655194,0.8489583
390,0.0024596078616655917,0.999237,0.6519909415926252,0.82105654
391,0.0026382407400570517,0.999237,0.8229015299252102,0.8005952
392,0.004880717588211409,0.99862325,0.9469725915363857,0.7697173
393,0.005898908401606234,0.9984906,0.7224017807415554,0.77790177
394,0.0049886787725757185,0.99873936,0.9092815858977181,0.77566963
395,0.0062824638806580355,0.99797636,0.597887669290815,0.80394346
396,0.004047511212281285,0.99868965,0.6222157393183027,0.8031994
397,0.0034044617064534527,0.9991043,0.9247520906584603,0.77008927
398,0.004180937649758203,0.99915403,0.4207720841680254,0.88467264
399,0.0019566973054111984,0.99941945,0.8321347747530256,0.7719494
400,0.0031147346251710604,0.99922043,0.5643550668443952,0.8478423
401,0.003549282069819571,0.99915403,1.1189809356416975,0.7645089
402,0.002030992428996513,0.99955213,0.5997673400810787,0.8318452
403,0.0016924245968861487,0.99950236,0.8622110741479057,0.77380955
404,0.0012310926051129034,0.9996849,0.6981004646846226,0.80022323
405,0.001707514443292549,0.999519,0.5692460281508309,0.83668154
406,0.005963488071842899,0.998474,1.0218345011983598,0.7875744
407,0.005587465517527081,0.9983579,0.7778434753417969,0.7745536
408,0.0044390469124563,0.9987062,0.8247550300189427,0.77566963
409,0.0032643535287825882,0.99902135,0.8664798055376325,0.7488839
410,0.002686868421242426,0.9992038,0.7904835087912423,0.78125
411,0.002743189453102407,0.99917066,0.7904922706740243,0.7667411
412,0.002185154159262635,0.99930334,0.7515849726540702,0.81696427
413,0.006789876503111731,0.9983579,0.6978080017226083,0.76897323
414,0.004219895242107911,0.99873936,1.0531215838023595,0.7250744
415,0.0031958924954718095,0.9990379,0.7436074359076363,0.7607887
416,0.0037345597455574987,0.998955,0.7624553271702358,0.77157736
417,0.0027696677352491714,0.99913746,0.8957328455788749,0.73511904
418,0.0028027893998620068,0.99913746,0.9572754842894418,0.74255955
419,0.0024072514797869806,0.99930334,0.7308100036212376,0.7838542
420,0.0027434336262235686,0.9990048,0.7515256745474679,0.7578125
421,0.002040340025901552,0.9994858,0.7668608001300267,0.8087798
422,0.0020794823690702922,0.999436,0.6381882514272418,0.81994045
423,0.0023540003745546193,0.9993199,0.7462169868605477,0.7704613
424,0.00304156602824179,0.99927014,1.028098693915776,0.73400295
425,0.003836812287272044,0.9989882,0.7956592440605164,0.7905506
426,0.0036693696898232398,0.99918723,0.6883265972137451,0.78683037
427,0.0017891590997989471,0.99950236,0.5853262713977269,0.8188244
428,0.0028733673031933757,0.9992038,0.6598375865391323,0.83519346
429,0.0027901875281135156,0.999237,0.8003698331969125,0.82254463
430,0.004152181031880463,0.998955,0.7240382092339652,0.8266369
431,0.003652996285257773,0.9990048,0.5804286514009748,0.80394346
432,0.006821720616350142,0.99802613,1.0775235210146223,0.7589286
433,0.009908054620425693,0.99764466,1.1568325332232885,0.74441963
434,0.007166732068940668,0.9979598,0.9391240051814488,0.8422619
435,0.004665003181510404,0.9986399,0.6206100072179522,0.8188244
436,0.0033065517944878245,0.9990877,0.6851971660341535,0.75744045
437,0.002881402141546587,0.99915403,0.6420859439032418,0.8162202
438,0.002922730408109609,0.99913746,0.974578823362078,0.75855654
439,0.0037464788273635953,0.9990379,0.6898924878665379,0.86644346
440,0.0029437103583703017,0.99915403,0.8308181251798358,0.84151787
441,0.001962041993321291,0.99938625,0.9554563420159476,0.84375
442,0.0018099118037945105,0.999436,0.4406143682343619,0.8787202
443,0.003546366652267877,0.99893844,0.6660997612135751,0.8229167
444,0.0025863566319737695,0.9993199,0.5518184006214142,0.8270089
445,0.003574912603225909,0.9989716,0.838869537625994,0.81026787
446,0.004714739396951126,0.9987062,0.8899076495851789,0.8084077
447,0.004056937487361376,0.99902135,0.8022291490009853,0.7526042
448,0.0029885220706692807,0.99930334,0.722449677331107,0.8005952
449,0.001916965921965306,0.9993697,0.6248391994408199,0.8125
450,0.0029023629789337534,0.99922043,0.5610370550836835,0.83370537
451,0.0015094141457728685,0.99950236,0.7900123596191406,0.79761904
452,0.0032741667277203777,0.9991043,0.7391192487307957,0.8660714
453,0.003010976972332883,0.99922043,0.6182136493069785,0.8031994
454,0.003540564693087684,0.99893844,0.6299225432532174,0.8084077
455,0.0072800981945170245,0.9983081,0.6404723184449332,0.81994045
456,0.004511627249635066,0.99865645,0.9483357412474496,0.77790177
457,0.002989737541948326,0.9991043,0.5659982860088348,0.84449404
458,0.0031425264252649627,0.9992038,0.5944390382085528,0.85900295
459,0.002138849060693616,0.9993697,0.5350842731339591,0.84300596
460,0.002827611809757588,0.99917066,0.6630498170852661,0.86755955
461,0.0029556115765563456,0.99918723,0.37616697805268423,0.88318455
462,0.0023627532079039644,0.99922043,0.5349379181861877,0.82626486
463,0.0025003799709842622,0.9993199,0.5169761180877686,0.84970236
464,0.0018340689023000666,0.9994858,0.5880031500543866,0.79761904
465,0.002215031562092214,0.9993531,0.5284860517297473,0.84151787
466,0.0016750570733203313,0.9994858,0.6439990060670036,0.8031994
467,0.0021151228906943565,0.99938625,0.6159041268484933,0.86123514
468,0.002305580337065656,0.99941945,0.5603272659437997,0.81473213
469,0.002521999219418137,0.9994029,0.6943033252443586,0.79464287
470,0.0022417577053720178,0.9994029,0.6914743951388768,0.8087798
471,0.0032243762243884793,0.9990877,0.5544848399502891,0.84970236
472,0.0045563998596532375,0.9985238,0.6423329498086657,0.8191964
473,0.005103856738538412,0.9985238,0.9217404552868435,0.7615327
474,0.009315304425778957,0.9976778,0.6296393275260925,0.85342264
475,0.004934158379281616,0.99862325,0.627784720488957,0.83928573
476,0.0029367472526879157,0.9991209,0.6358904029641833,0.78459823
477,0.00263764480782067,0.9992038,0.826564337526049,0.76376486
478,0.0023962928299526283,0.99933654,0.5447307527065277,0.82477677
479,0.0021585923439830183,0.99933654,0.5780625939369202,0.86755955
480,0.003173234265766076,0.999237,0.6986111402511597,0.8504464
481,0.0013689338089362634,0.9996019,0.6178316388811383,0.82775295
482,0.0021660110724505605,0.9994858,0.5672951681273324,0.8165923
483,0.0019003157348112117,0.9993531,0.569543583052499,0.85193455
484,0.0028928475387618086,0.99913746,0.7301317283085415,0.85230654
485,0.0022025937229540964,0.99927014,0.7627319778714862,0.82849705
486,0.0024659564421527346,0.99930334,0.5997573563030788,0.81808037
487,0.0012438291939409413,0.9996019,0.5048109037535531,0.85193455
488,0.001136307571986056,0.9997346,0.6162497401237488,0.8474702
489,0.0011579891726960826,0.9996019,0.5364397423607963,0.84300596
490,0.001824479181194944,0.99955213,0.5398644421781812,0.8720238
491,0.0026114239409056822,0.9993697,0.7040713429450989,0.8191964
492,0.006922115883504479,0.9983413,0.7021467515400478,0.8530506
493,0.007720926663333922,0.9980925,0.4360554260866983,0.8973214
494,0.00458877682440455,0.99882233,0.5955605762345451,0.85193455
495,0.0021062834466057316,0.9992038,0.6102389991283417,0.84933037
496,0.0018262962726037942,0.99941945,0.4540461684976305,0.8947173
497,0.0028214364815674605,0.9993697,0.5660619948591504,0.84933037
498,0.0024630383483622825,0.9992536,0.6754922270774841,0.8188244
499,0.0012019006394963284,0.9996185,0.7508545177323478,0.7853423
500,0.003210463272558098,0.99918723,0.5647700343813215,0.8563988
501,0.002363864342709791,0.99938625,0.5306440591812134,0.84598213
502,0.0029072835796082443,0.9990877,0.46311583263533457,0.8712798
503,0.0014369949801147223,0.999519,0.37780803229127613,0.9073661
504,0.002009296299525266,0.9994692,0.5067402337278638,0.8608631
505,0.002496932342098847,0.9993531,0.640199533530644,0.84821427
506,0.002419380207306916,0.99938625,0.5891412581716265,0.86383927
507,0.0018640541470218684,0.99950236,0.5156816371849605,0.8813244
508,0.0015382534961471644,0.9996517,0.4612295499869755,0.9092262
509,0.002337269709219825,0.999436,0.726565250328609,0.82068455
510,0.002093085356802373,0.99945265,0.5132682578904288,0.87723213
511,0.0019834806604673008,0.99941945,0.6513126918247768,0.85974705
512,0.003141118565821534,0.9991043,0.45371384280068533,0.8828125
513,0.004523921636690914,0.9988389,0.7164075630051749,0.8009673
514,0.0054600833380593515,0.9986399,0.6251593147005353,0.8292411
515,0.004587512493372788,0.99862325,0.4777812489441463,0.8296131
516,0.003075556115737501,0.99915403,0.5849984032767159,0.8567708
517,0.002393488087552944,0.9992868,0.4940893905503409,0.85602677
518,0.004997977514178844,0.9985238,0.6234892777034214,0.84300596
519,0.003480323997922198,0.9990048,0.4875091697488512,0.8530506
520,0.002805962964332427,0.999237,0.714151246207101,0.82477677
521,0.0015400494512432836,0.99955213,0.6387025373322623,0.80691963
522,0.0013611218834484811,0.9996351,0.6607792888368879,0.8188244
523,0.0030835360282614145,0.9991043,0.5786683346543994,0.81956846
524,0.010098326657933018,0.9975949,0.5678282678127289,0.84040177
525,0.005959916384652758,0.99825835,0.694986913885389,0.80133927
526,0.0038276785538704887,0.99913746,0.5146920170102801,0.8452381
527,0.0016514274287741917,0.99955213,0.4862516096660069,0.8683036
528,0.0013518051444785311,0.9996517,0.5306324192455837,0.8735119
529,0.0013016868218719711,0.99956876,0.55409118107387,0.85751486
530,0.0007358099633881215,0.99978435,0.6783442497253418,0.82738096
531,0.0004879254104636834,0.9999171,0.555082517010825,0.8790923
532,0.0007968508928132371,0.9998341,0.5657799967697689,0.8660714
533,0.0014507149560988796,0.9996019,0.7811795558248248,0.80691963
534,0.0021525760677013495,0.999519,0.5892259521143777,0.8999256
535,0.0015922025120543059,0.99956876,0.5641498778547559,0.83928573
536,0.0024803110175760017,0.999436,0.6166670066969735,0.82849705
537,0.003119920152570627,0.99927014,0.44545688373701914,0.90066963
538,0.003492175468673671,0.9991209,0.4766089618206024,0.86123514
539,0.0030161573770784884,0.9992038,0.5616542994976044,0.8545387
540,0.0034139073115562616,0.9989882,0.4375795083386557,0.8790923
541,0.0014339276957158452,0.99958533,0.46817359754017424,0.86681545
542,0.001730319832459064,0.99945265,0.5264904201030731,0.8370536
543,0.0025719560243386997,0.99938625,0.5757017859390804,0.83630955
544,0.0029146377732140183,0.999237,0.3845717098031725,0.90550596
545,0.004814186330600457,0.99882233,0.42914887837001253,0.9129464
546,0.0028514858738125076,0.9992868,0.5400031634739467,0.8578869
547,0.0030706225746444955,0.9991209,0.3440248114722116,0.9363839
548,0.003180016902086782,0.99933654,0.5304651175226484,0.88058037
549,0.0024882728511938317,0.99930334,0.6060844319207328,0.82775295
550,0.003373412013450229,0.99933654,0.5926526018551418,0.8251488
551,0.0017513335294034715,0.99953556,0.4748953580856323,0.8917411
552,0.0015407523079667641,0.9994858,0.5097483779702868,0.8642113
553,0.0011736446563128835,0.9996351,0.5512443482875824,0.8623512
554,0.002065066167469155,0.9994029,0.6408445409366063,0.82998514
555,0.0024879729772153986,0.99941945,0.4665840097836086,0.8709077
556,0.00554855996298988,0.9985569,0.43217418023518156,0.8895089
557,0.004660919077427731,0.99862325,0.4937858836991446,0.8813244
558,0.0026999064435624855,0.9992868,0.6035721812929425,0.8046875
559,0.0022488980628331896,0.99941945,0.6318766474723816,0.8266369
560,0.0019283457336926194,0.99941945,0.4849258363246918,0.8876488
561,0.0021754937740978047,0.9994858,0.677476874419621,0.8385417
562,0.001885032490330922,0.9993697,0.5896367302962712,0.88355654
563,0.001622129909172588,0.9996185,0.5870948263577053,0.86272323
564,0.00480257253481117,0.99890524,0.6356351716177804,0.80022323
565,0.004311529447694605,0.99873936,0.7537658555167062,0.79129463
566,0.0035559945327744134,0.9991043,0.33081073420388357,0.91964287
567,0.002895439691700961,0.99927014,0.4444620524133955,0.8787202
568,0.0023871445058937964,0.99918723,0.35341799684933256,0.9110863
569,0.0015699211134568966,0.99945265,0.387090448822294,0.89880955
570,0.0023196221077613306,0.99938625,0.5008779082979474,0.86011904
571,0.0023289793498417516,0.9994858,0.36938981073243277,0.9229911
572,0.001858962274453623,0.99955213,0.5461033284664154,0.8645833
573,0.003243392415925878,0.99930334,0.4208144928727831,0.89025295
574,0.0021389298451421307,0.9996019,0.3936977812222072,0.9188988
575,0.0011028177047014151,0.9997512,0.32973720346178326,0.92001486
576,0.001508535950245439,0.9996019,0.31075939323220936,0.9296875
577,0.001996499844240355,0.9994858,0.3833316479410444,0.90290177
578,0.0007946682460507559,0.99978435,0.3923898381846292,0.9099702
579,0.0024557051440680855,0.99930334,0.43688133358955383,0.9192708
580,0.0037142983335611084,0.99915403,0.42873632056372507,0.89918154
581,0.003959080387491065,0.99890524,0.6883695210729327,0.8270089
582,0.004423720726104284,0.9988555,0.4664569709982191,0.8995536
583,0.004238051940581335,0.9987228,0.6687711817877633,0.8530506
584,0.003860917937026065,0.9988721,0.45694324374198914,0.90848213
585,0.003024832343155334,0.9991043,0.6555970992360797,0.85714287
586,0.0027891375318601745,0.99927014,0.40789431759289335,0.90587795
587,0.0015437950856324548,0.9996185,0.403799906373024,0.93005955
588,0.0011967501432130795,0.9996849,0.44043514132499695,0.9267113
589,0.0016250005710036807,0.99956876,0.46125442641122,0.89918154
590,0.0014809846070548995,0.9996019,0.5388832986354828,0.87946427
591,0.0025396030763210698,0.99938625,0.44258783970560345,0.85714287
592,0.0030390628605212536,0.99913746,0.4107136343206678,0.9170387
593,0.0015301683256221756,0.99950236,0.46913480332919527,0.8854167
594,0.0019788923185687615,0.99950236,0.4429267304284232,0.9010417
595,0.0019515673034404273,0.99945265,0.4034542909690312,0.91369045
596,0.0026648846593077583,0.9993531,0.47717125926698956,0.84821427
597,0.004969722264895485,0.99880576,0.3716236374207905,0.92001486
598,0.0029868870682131276,0.99905455,0.5686481211866651,0.8578869
599,0.0032505702608742254,0.9991209,0.42427257129124235,0.8943452
600,0.003998085133690629,0.9989882,0.3615921948637281,0.9047619
601,0.003252540417404463,0.9990379,0.5246981297220502,0.8683036
602,0.0041337343449967985,0.9990711,0.7427536249160767,0.8214286
603,0.00277660569144974,0.9992868,0.5228782849652427,0.88988096
604,0.00236006415675156,0.9993531,0.8041343092918396,0.7864583
605,0.0017085779163484994,0.9996351,0.5571204849651882,0.82998514
606,0.001289058651462725,0.99956876,0.5268567161900657,0.83407736
607,0.0011656886455872289,0.9996185,0.7915329251970563,0.8251488
608,0.0009651580804631215,0.99970144,0.4009853047983987,0.88095236
609,0.001787744799178268,0.99966824,0.43072447180747986,0.8828125
610,0.0007589690914915589,0.9997678,0.4115639967577798,0.8843006
611,0.0011791918612035206,0.9996351,0.4164371149880545,0.89880955
612,0.001109539455181356,0.9998341,0.37698554566928316,0.90587795
613,0.0009107631214536905,0.9997678,0.4676824595246996,0.88355654
614,0.0020892519090152163,0.99958533,0.42679515055247713,0.88318455
615,0.0036529425730224344,0.9989716,0.30964056296007975,0.94196427
616,0.0033476879146525215,0.9990877,0.37078574299812317,0.88727677
617,0.0016801654272102827,0.99953556,0.3644413479736873,0.8936012
618,0.002543541776923562,0.9993531,0.4308538053716932,0.87276787
619,0.002205980172824469,0.9994692,0.4524763822555542,0.84300596
620,0.0029172038122355407,0.99930334,0.4195524113518851,0.88206846
621,0.0018997873582294771,0.99950236,0.3847661316394806,0.90066963
622,0.0016333712199055282,0.9996019,0.3756377696990967,0.8984375
623,0.0023115353884041795,0.99945265,0.4005999650274004,0.8869048
624,0.005836433913420976,0.9985901,0.3661920002528599,0.91852677
625,0.004635282206522194,0.99862325,0.27268120859350475,0.9285714
626,0.005244251425968107,0.9985901,0.5059418593134198,0.875
627,0.003846559971717183,0.9989716,0.3852667340210506,0.8973214
628,0.002693605712745669,0.99933654,0.2721423549311502,0.9401042
629,0.002986568428956548,0.99922043,0.31374106236866545,0.9438244
630,0.0032263120294155263,0.99927014,0.34430389532021116,0.9337798
631,0.0019525463439265785,0.99950236,0.3738588179860796,0.90550596
632,0.0012520612129731613,0.9996517,0.3197431500468935,0.9192708
633,0.0012791113926064288,0.9996185,0.3810205204146249,0.89248514
634,0.0007798111189522989,0.999718,0.2993198675768716,0.92522323
635,0.0010813829857997583,0.99955213,0.33531692198344637,0.9188988
636,0.001397458165586716,0.9996019,0.45371879424367634,0.85193455
637,0.0012755958251793249,0.9996517,0.31858089566230774,0.92522323
638,0.0018196594447604988,0.99956876,0.29281628131866455,0.93787205
639,0.0008524376061424352,0.999718,0.31365723269326345,0.92522323
640,0.0013364234175846001,0.99958533,0.2947892057044165,0.93563986
641,0.00242322531116663,0.9994029,0.3453486455338342,0.9125744
642,0.002289261466038933,0.99941945,0.3355872120176043,0.92224705
643,0.0023603594905447518,0.99938625,0.2462429872580937,0.9479167
644,0.0011032927742980307,0.9996185,0.31472656556538176,0.92894346
645,0.0012603525057475987,0.99956876,0.2779946859393801,0.94977677
646,0.002015435564880886,0.999519,0.34922254724161966,0.92410713
647,0.0020502034627522397,0.99953556,0.3195452732699258,0.92410713
648,0.0021667687367091723,0.99955213,0.37604420099939617,0.87537205
649,0.0025235482542539838,0.99927014,0.443246922322682,0.87165177
650,0.0021127104098350737,0.999436,0.3227432987519673,0.92150295
651,0.0013731809706115246,0.99958533,0.2822661889450891,0.9337798
652,0.0008200330844790012,0.99981755,0.28782370899404797,0.9267113
653,0.0012962149428251725,0.9997346,0.28995255487305777,0.9281994
654,0.001964157113878225,0.9994692,0.3083598826612745,0.9401042
655,0.001424014373418567,0.9996185,0.30775341391563416,0.9192708
656,0.002601664257292639,0.9992868,0.27124563072408947,0.9326637
657,0.005904419422809317,0.99850714,0.43565607496670317,0.89769346
658,0.004379841838258356,0.9988555,0.9051278914724078,0.8891369
659,0.0029718367636173684,0.99933654,0.2992731119905199,0.93415177
660,0.0034763550745152347,0.9992038,0.2894092819520405,0.9259673
661,0.003273239407796282,0.999237,0.3865527851240976,0.88727677
662,0.0023256034894423975,0.9992868,0.3819554022380284,0.9177827
663,0.001654471750429515,0.99950236,0.3445899784564972,0.92782736
664,0.002064795161172617,0.999436,0.6306986127580915,0.86755955
665,0.002435349588626158,0.9994692,0.3108669029814856,0.91741073
666,0.0015584433757561808,0.9994692,0.29072884150913786,0.92745537
667,0.0013249251905507384,0.9996517,0.25920924970081877,0.94084823
668,0.0009559113511754239,0.99970144,0.2778528758457729,0.94196427
669,0.0011197364526099739,0.99970144,0.28609697946480345,0.9516369
670,0.00046138400466208627,0.9998507,0.27058776787349154,0.9479167
671,0.0010379150341991786,0.99970144,0.2582828998565674,0.9542411
672,0.0004676475727192619,0.9998673,0.3098244432892118,0.94084823
673,0.00442180276238317,0.99893844,0.35412222146987915,0.92224705
674,0.004011234451418262,0.9988389,0.29145175431455883,0.9401042
675,0.004652305211390688,0.99890524,0.3596316065107073,0.8958333
676,0.0014637515665844624,0.9996351,0.31154009274074007,0.91480654
677,0.001050850425692451,0.99970144,0.2720804235764912,0.94717264
678,0.0013148512708552637,0.9996517,0.24692558816501073,0.95535713
679,0.0012755838417562444,0.9996849,0.2932723526443754,0.92410713
680,0.0007468663081057903,0.999718,0.32414293927805765,0.9233631
681,0.0017829505904326942,0.9994692,0.292562267610005,0.9281994
682,0.0033786333269368233,0.9990379,0.29318501480988096,0.93415177
683,0.0036323379361035794,0.99902135,0.40726593136787415,0.90029764
684,0.002031690128854621,0.9994858,0.2667217573949269,0.9389881
685,0.0021925137019689457,0.9994858,0.2998354413679668,0.93303573
686,0.0015461331532723832,0.9996185,0.27280909035887035,0.94717264
687,0.0020650550054863376,0.999436,0.3153953892844064,0.93824404
688,0.0016826287704012196,0.9994692,0.3004805530820574,0.93415177
689,0.0013672307324495083,0.99970144,0.296432335461889,0.9345238
690,0.0012225417865280612,0.99970144,0.2680549940892628,0.93824404
691,0.0010597578574779074,0.9997346,0.42521569984299795,0.90401787
692,0.0016387215916164536,0.99955213,0.27686027331011637,0.95647323
693,0.003212741429929495,0.99918723,0.32674622748579296,0.92001486
694,0.0022242470707443457,0.99938625,0.282049223780632,0.9386161
695,0.0024886779924035165,0.9993697,0.2387992569378444,0.9557292
696,0.004013586634004662,0.9987228,0.32894972392490934,0.94494045
697,0.0022704717154287918,0.9994858,0.25148297207696096,0.9438244
698,0.002227770372357169,0.9994029,0.21597564007554734,0.9404762
699,0.0013945411057806778,0.9996517,0.2696376421621868,0.9233631
700,0.0020513991099427235,0.999436,0.20007947725909098,0.9594494
701,0.0011456608078682898,0.9997346,0.2265550951872553,0.9479167
702,0.0012287702355073037,0.99970144,0.24927295105797903,0.9441964
703,0.001413937078935379,0.99966824,0.25168720313480925,0.9598214
704,0.0009512679413997757,0.999801,0.21316119602748326,0.9520089
705,0.0014253548876688397,0.999718,0.23543972841330937,0.95126486
706,0.0021501320288532105,0.9993531,0.24756670211042678,0.9546131
707,0.0018043707726928045,0.99950236,0.36403607044901165,0.92894346
708,0.002796331593453783,0.99933654,0.23748359297003066,0.953125
709,0.007306782616807599,0.9986399,0.29399345389434267,0.93043154
710,0.004105483156483278,0.9988389,0.2571388142449515,0.9557292
711,0.002757947255044176,0.9992868,0.25150613486766815,0.94345236
712,0.002122244183177154,0.99950236,0.2566320960010801,0.9516369
713,0.002610693120347325,0.9994692,0.23345393155302321,0.94345236
714,0.0010029122258629242,0.99970144,0.2531751436846597,0.9598214
715,0.0008218392714207925,0.9997512,0.231593913265637,0.9479167
716,0.0008147485837027358,0.9997512,0.3808256047112601,0.9088542
717,0.00266761342280622,0.9994692,0.2190232915537698,0.9579613
718,0.004031284325645033,0.9990711,0.4946393498352596,0.8999256
719,0.0024350575277681122,0.9994029,0.31675497761794497,0.90662205
720,0.001321258620726229,0.9996019,0.2942790814808437,0.9259673
721,0.0006392093146287432,0.99978435,0.2291412970849446,0.94605654
722,0.0006584712455570105,0.9998341,0.30797507081712994,0.92150295
723,0.0016295842824865369,0.9996019,0.2659744620323181,0.93712795
724,0.003052932637735481,0.9992536,0.2556129055363791,0.94977677
725,0.0022763527658407226,0.99933654,0.35529840205396923,0.9051339
726,0.00197231142086637,0.999519,0.2858670098440988,0.9427083
727,0.0008582384621819497,0.99966824,0.27532819339207243,0.9308036
728,0.0006881386094607535,0.99981755,0.3106238394975662,0.92113096
729,0.0037322289367688454,0.99927014,0.30958503910473417,0.93824404
730,0.004528303575363301,0.99857354,0.3512671675000872,0.9021577
731,0.002821999485030781,0.99913746,0.3362288091863905,0.9088542
732,0.0013137656895646818,0.9996517,0.2643692408289228,0.95089287
733,0.0010206980411942748,0.9997346,0.32029250477041515,0.93005955
734,0.001670047492842171,0.9996517,0.2225583153111594,0.9639137
735,0.0028699208277970637,0.9991209,0.3179272030081068,0.93415177
736,0.0035355146951676518,0.9991043,0.2908135822841099,0.93415177
737,0.0021217492393972204,0.99938625,0.40302536317280363,0.9077381
738,0.0013518973080811406,0.999718,0.24192176120621817,0.9598214
739,0.0010432179684348511,0.99970144,0.3713585415056774,0.9203869
740,0.0007774576996250831,0.999718,0.2894707662718637,0.953125
741,0.0007506703412880693,0.9997678,0.39673509768077303,0.91629463
742,0.00032404528776111606,0.9999171,0.2847424192087991,0.95089287
743,0.0003897643483651327,0.99990046,0.38000194089753286,0.9114583
744,0.000551463424461535,0.9997678,0.23919056143079484,0.9646577
745,0.0008608579212932817,0.9997346,0.2989642769098282,0.9557292
746,0.0014851631729055762,0.99955213,0.3940496104104178,0.9140625
747,0.003554805344165404,0.99922043,0.311395811183112,0.9501488
748,0.0012719940713650391,0.99955213,0.31983737434659687,0.93563986
749,0.0010079740182212882,0.99970144,0.2525707611015865,0.96019346
750,0.0010962862343822685,0.9996517,0.277129060455731,0.94568455
751,0.0019859220649008115,0.99945265,0.3306092236723219,0.94568455
752,0.0031006383933003963,0.99927014,0.22001673600503377,0.9698661
753,0.0025467025110310244,0.99938625,0.3357732423714229,0.9386161
754,0.0014636412568573404,0.99958533,0.278788437800748,0.94308037
